,topics,perplexity,coherance
,"(1, '0.049*""text"" + 0.031*""dialog"" + 0.024*""search"" + 0.024*""editor"" + 0.020*""field"" + 0.020*""support"" + 0.017*""widget"" + 0.016*""work"" + 0.013*""ctrlbackspace"" + 0.013*""try""')]",,
152,"[(0, '0.038*""text"" + 0.026*""bug"" + 0.026*""platform"" + 0.020*""like"" + 0.014*""forgive"" + 0.014*""replace"" + 0.014*""apply"" + 0.014*""previous"" + 0.014*""throw"" + 0.014*""button""'),  ",-5.510329959,0.414779981
,"(1, '0.051*""text"" + 0.028*""editor"" + 0.027*""widget"" + 0.024*""search"" + 0.024*""dialog"" + 0.024*""field"" + 0.022*""support"" + 0.020*""would"" + 0.019*""work"" + 0.015*""multiline""'),",,
,"(2, '0.026*""dialog"" + 0.018*""editor"" + 0.018*""bug"" + 0.018*""improve"" + 0.018*""please"" + 0.018*""thanks"" + 0.018*""add"" + 0.018*""jface"" + 0.016*""would"" + 0.010*""text""')]",,
153,"[(0, '0.029*""platform"" + 0.029*""text"" + 0.020*""jface"" + 0.011*""dialog"" + 0.011*""current"" + 0.011*""hyperlink"" + 0.011*""support"" + 0.011*""bug"" + 0.011*""add"" + 0.011*""search""'),   ",-5.545154043,0.41359812
,"(1, '0.056*""text"" + 0.034*""editor"" + 0.029*""widget"" + 0.029*""field"" + 0.029*""dialog"" + 0.023*""work"" + 0.018*""support"" + 0.018*""use"" + 0.018*""command"" + 0.018*""search""'),",,
,"(2, '0.041*""dialog"" + 0.022*""bug"" + 0.022*""add"" + 0.022*""thanks"" + 0.022*""please"" + 0.022*""improve"" + 0.012*""editor"" + 0.012*""would"" + 0.012*""also"" + 0.012*""search""'),",,
,"(3, '0.043*""text"" + 0.027*""like"" + 0.027*""bug"" + 0.027*""forgive"" + 0.027*""replace"" + 0.019*""search"" + 0.019*""button"" + 0.019*""previous"" + 0.019*""throw"" + 0.019*""editors""')]",,
154,"[(0, '0.044*""text"" + 0.027*""jface"" + 0.019*""platform"" + 0.018*""provide"" + 0.018*""multiline"" + 0.018*""support"" + 0.018*""widget"" + 0.018*""would"" + 0.010*""dialog"" + 0.010*""current""'),    ",-5.641153575,0.384643465
,"(1, '0.059*""text"" + 0.034*""dialog"" + 0.034*""editor"" + 0.034*""field"" + 0.027*""support"" + 0.027*""widget"" + 0.021*""key"" + 0.021*""work"" + 0.021*""hyperlink"" + 0.021*""search""'),",,
,"(2, '0.050*""dialog"" + 0.034*""improve"" + 0.019*""search"" + 0.019*""would"" + 0.019*""also"" + 0.019*""run"" + 0.019*""course"" + 0.019*""man"" + 0.019*""optional"" + 0.019*""red""'),",,
,"(3, '0.033*""search"" + 0.033*""bug"" + 0.018*""make"" + 0.018*""back"" + 0.018*""comment"" + 0.018*""easier"" + 0.018*""get"" + 0.018*""skip"" + 0.018*""match"" + 0.018*""accidentally""'),",,
,"(4, '0.037*""like"" + 0.029*""text"" + 0.029*""bug"" + 0.020*""would"" + 0.020*""forgive"" + 0.020*""replace"" + 0.020*""previous"" + 0.020*""button"" + 0.020*""throw"" + 0.020*""editors""')]",,
155,"[(0, '0.022*""patch"" + 0.019*""file"" + 0.018*""never"" + 0.015*""collection"" + 0.015*""called"" + 0.014*""move"" + 0.011*""remove"" + 0.009*""bug"" + 0.009*""source"" + 0.009*""fix""')]",-5.682162127,0.45928727
156,"[(0, '0.032*""file"" + 0.025*""collection"" + 0.022*""move"" + 0.020*""patch"" + 0.016*""fix"" + 0.015*""source"" + 0.014*""remove"" + 0.014*""use"" + 0.012*""song"" + 0.012*""problem""'), ",-5.763093674,0.492724412
,"(1, '0.038*""never"" + 0.033*""called"" + 0.025*""patch"" + 0.017*""call"" + 0.014*""slotcopyoperationfinished"" + 0.014*""jason"" + 0.012*""work"" + 0.012*""get"" + 0.012*""add"" + 0.012*""collectionlocation""')]",,
157,"[(0, '0.034*""file"" + 0.028*""collection"" + 0.022*""move"" + 0.019*""patch"" + 0.016*""song"" + 0.013*""source"" + 0.013*""fix"" + 0.013*""remove"" + 0.013*""use"" + 0.013*""bug""'),  ",-5.874150963,0.498928298
,"(1, '0.053*""never"" + 0.045*""called"" + 0.016*""patch"" + 0.016*""file"" + 0.016*""call"" + 0.016*""get"" + 0.012*""bug"" + 0.012*""slotcopyoperationfinished"" + 0.012*""function"" + 0.012*""sourcelocation""'),",,
,"(2, '0.035*""patch"" + 0.014*""work"" + 0.014*""jason"" + 0.014*""collectionlocation"" + 0.014*""a"" + 0.014*""jasonzxccom"" + 0.014*""donenfeld"" + 0.014*""move"" + 0.014*""collection"" + 0.014*""something""')]",,
158,"[(0, '0.024*""file"" + 0.021*""patch"" + 0.018*""bug"" + 0.016*""attachment"" + 0.016*""create"" + 0.016*""id"" + 0.016*""details"" + 0.015*""source"" + 0.012*""commit"" + 0.012*""flow""'),   ",-5.993097386,0.511397245
,"(1, '0.022*""function"" + 0.015*""call"" + 0.015*""also"" + 0.015*""protect"" + 0.015*""make"" + 0.015*""add"" + 0.015*""accessor"" + 0.015*""keep"" + 0.015*""logic"" + 0.008*""never""'),",,
,"(2, '0.046*""patch"" + 0.038*""called"" + 0.031*""never"" + 0.018*""jason"" + 0.016*""work"" + 0.016*""donenfeld"" + 0.016*""jasonzxccom"" + 0.016*""a"" + 0.016*""see"" + 0.011*""slotcopyoperationfinished""'),",,
,"(3, '0.052*""collection"" + 0.035*""file"" + 0.033*""move"" + 0.027*""never"" + 0.020*""remove"" + 0.018*""called"" + 0.018*""song"" + 0.017*""fix"" + 0.017*""patch"" + 0.015*""source""')]",,
159,"[(0, '0.026*""commit"" + 0.018*""source"" + 0.018*""like"" + 0.018*""flow"" + 0.018*""destination"" + 0.010*""bug"" + 0.010*""move"" + 0.010*""use"" + 0.010*""svn"" + 0.010*""sound""'),    ",-5.94911085,0.418899357
,"(1, '0.025*""function"" + 0.025*""bug"" + 0.017*""also"" + 0.017*""protect"" + 0.017*""make"" + 0.017*""accessor"" + 0.017*""add"" + 0.017*""comment"" + 0.017*""get"" + 0.017*""patch""'),",,
,"(2, '0.050*""patch"" + 0.026*""jason"" + 0.026*""a"" + 0.026*""donenfeld"" + 0.026*""jasonzxccom"" + 0.018*""add"" + 0.018*""something"" + 0.018*""movedbydestination"" + 0.018*""collectionlocation"" + 0.010*""though""'),",,
,"(3, '0.035*""collection"" + 0.035*""file"" + 0.024*""details"" + 0.024*""id"" + 0.024*""attachment"" + 0.024*""create"" + 0.018*""move"" + 0.018*""source"" + 0.013*""part"" + 0.013*""another""'),",,
,"(4, '0.044*""never"" + 0.037*""called"" + 0.031*""patch"" + 0.031*""file"" + 0.024*""fix"" + 0.024*""move"" + 0.021*""remove"" + 0.021*""collection"" + 0.017*""copy"" + 0.017*""slotcopyoperationfinished""')]",,
160,"[(0, '0.036*""fix"" + 0.023*""ctrlc"" + 0.021*""kill"" + 0.020*""process"" + 0.019*""svn"" + 0.019*""idea"" + 0.019*""code"" + 0.019*""signal"" + 0.019*""etc"" + 0.018*""breakpoints""')]",-6.314878886,0.440936765
161,"[(0, '0.068*""fix"" + 0.043*""ctrlc"" + 0.038*""kill"" + 0.035*""svn"" + 0.034*""commit"" + 0.034*""application"" + 0.034*""users"" + 0.034*""systems"" + 0.020*""konsole"" + 0.014*""work""'), ",-6.419817672,0.48229777
,"(1, '0.039*""process"" + 0.038*""code"" + 0.038*""idea"" + 0.038*""signal"" + 0.037*""forking"" + 0.037*""child"" + 0.037*""sigdfl"" + 0.037*""handler"" + 0.037*""default"" + 0.037*""reset""')]",,
162,"[(0, '0.028*""konsole"" + 0.021*""work"" + 0.020*""run"" + 0.020*""strace"" + 0.014*""trunk"" + 0.014*""get"" + 0.010*""like"" + 0.010*""bit"" + 0.010*""too"" + 0.010*""notice""'),  ",-6.482790751,0.504775635
,"(1, '0.047*""idea"" + 0.047*""code"" + 0.047*""process"" + 0.046*""etc"" + 0.046*""signal"" + 0.045*""breakpoints"" + 0.045*""look"" + 0.045*""set"" + 0.045*""handler"" + 0.045*""reset""'),",,
,"(2, '0.093*""fix"" + 0.059*""ctrlc"" + 0.052*""kill"" + 0.048*""svn"" + 0.046*""application"" + 0.046*""systems"" + 0.046*""users"" + 0.046*""commit"" + 0.012*""use"" + 0.011*""konsole""')]",,
163,"[(0, '0.034*""konsole"" + 0.031*""work"" + 0.027*""run"" + 0.019*""strace"" + 0.017*""trunk"" + 0.012*""like"" + 0.012*""bit"" + 0.012*""kde"" + 0.012*""notice"" + 0.012*""too""'),   ",-6.631837254,0.483435541
,"(1, '0.083*""idea"" + 0.083*""etc"" + 0.083*""code"" + 0.081*""set"" + 0.081*""breakpoints"" + 0.081*""look"" + 0.008*""y"" + 0.008*""issue"" + 0.006*""c"" + 0.006*""people""'),",,
,"(2, '0.102*""fix"" + 0.065*""ctrlc"" + 0.057*""kill"" + 0.053*""svn"" + 0.050*""users"" + 0.050*""systems"" + 0.050*""application"" + 0.050*""commit"" + 0.012*""konsole"" + 0.012*""use""'),",,
,"(3, '0.074*""process"" + 0.071*""signal"" + 0.069*""handler"" + 0.069*""sigdfl"" + 0.069*""child"" + 0.069*""forking"" + 0.069*""default"" + 0.069*""reset"" + 0.007*""bug"" + 0.005*""cc""')]",,
164,"[(0, '0.023*""strace"" + 0.023*""konsole"" + 0.023*""work"" + 0.019*""problem"" + 0.016*""like"" + 0.016*""bit"" + 0.016*""too"" + 0.012*""also"" + 0.012*""could"" + 0.012*""see""'),    ",-6.699159269,0.450165553
,"(1, '0.018*""issue"" + 0.013*""c"" + 0.013*""irc"" + 0.013*""lot"" + 0.013*""people"" + 0.013*""ask"" + 0.013*""no"" + 0.013*""y"" + 0.013*""change"" + 0.008*""effect""'),",,
,"(2, '0.114*""fix"" + 0.072*""ctrlc"" + 0.063*""kill"" + 0.059*""svn"" + 0.056*""application"" + 0.056*""users"" + 0.056*""systems"" + 0.056*""commit"" + 0.014*""konsole"" + 0.013*""use""'),",,
,"(3, '0.082*""process"" + 0.076*""forking"" + 0.076*""sigdfl"" + 0.076*""handler"" + 0.076*""reset"" + 0.076*""child"" + 0.076*""default"" + 0.076*""signal"" + 0.005*""cc"" + 0.003*""ie""'),",,
,"(4, '0.076*""code"" + 0.076*""idea"" + 0.075*""etc"" + 0.074*""breakpoints"" + 0.074*""set"" + 0.074*""look"" + 0.017*""run"" + 0.013*""work"" + 0.013*""trunk"" + 0.012*""konsole""')]",,
165,"[(0, '0.043*""activity"" + 0.021*""zoom"" + 0.017*""make"" + 0.016*""use"" + 0.016*""view"" + 0.016*""add"" + 0.014*""bug"" + 0.012*""report"" + 0.010*""around"" + 0.010*""work""')]",-5.349983107,0.471874575
166,"[(0, '0.032*""activity"" + 0.030*""make"" + 0.026*""zoom"" + 0.024*""use"" + 0.019*""bug"" + 0.019*""view"" + 0.012*""report"" + 0.012*""it"" + 0.012*""out"" + 0.011*""work""'), ",-5.537957023,0.467644165
,"(1, '0.056*""activity"" + 0.024*""add"" + 0.019*""around"" + 0.015*""zoom"" + 0.015*""added"" + 0.014*""drag"" + 0.012*""view"" + 0.011*""wed"" + 0.011*""get"" + 0.011*""shown""')]",,
167,"[(0, '0.043*""make"" + 0.039*""activity"" + 0.026*""use"" + 0.018*""view"" + 0.014*""another"" + 0.014*""report"" + 0.014*""already"" + 0.014*""it"" + 0.014*""jump"" + 0.014*""place""'),  ",-5.607447014,0.473593286
,"(1, '0.067*""activity"" + 0.032*""add"" + 0.027*""zoom"" + 0.020*""view"" + 0.019*""around"" + 0.019*""added"" + 0.013*""report"" + 0.013*""seem"" + 0.013*""drag"" + 0.013*""shown""'),",,
,"(2, '0.032*""zoom"" + 0.026*""bug"" + 0.020*""activity"" + 0.020*""use"" + 0.020*""work"" + 0.020*""nvidia"" + 0.020*""out"" + 0.014*""fix"" + 0.014*""day"" + 0.014*""really""')]",,
168,"[(0, '0.053*""activity"" + 0.045*""make"" + 0.020*""view"" + 0.020*""another"" + 0.016*""add"" + 0.014*""use"" + 0.014*""zoom"" + 0.014*""new"" + 0.014*""version"" + 0.014*""current""'),   ",-5.682390705,0.475370072
,"(1, '0.038*""add"" + 0.038*""activity"" + 0.032*""zoom"" + 0.022*""view"" + 0.022*""actually"" + 0.012*""drag"" + 0.012*""right"" + 0.012*""except"" + 0.012*""source"" + 0.012*""around""'),",,
,"(2, '0.038*""zoom"" + 0.038*""use"" + 0.024*""work"" + 0.024*""out"" + 0.024*""nvidia"" + 0.024*""bug"" + 0.016*""fix"" + 0.016*""activity"" + 0.016*""day"" + 0.016*""see""'),",,
,"(3, '0.064*""activity"" + 0.021*""added"" + 0.020*""around"" + 0.020*""shown"" + 0.012*""show"" + 0.011*""report"" + 0.011*""bug"" + 0.011*""make"" + 0.011*""view"" + 0.011*""big""')]",,
169,"[(0, '0.057*""activity"" + 0.043*""make"" + 0.029*""use"" + 0.022*""add"" + 0.022*""view"" + 0.015*""zoom"" + 0.015*""report"" + 0.015*""already"" + 0.015*""another"" + 0.015*""new""'),    ",-5.783888813,0.372723985
,"(1, '0.036*""activity"" + 0.025*""get"" + 0.025*""zoom"" + 0.025*""added"" + 0.025*""show"" + 0.013*""actually"" + 0.013*""drag"" + 0.013*""view"" + 0.013*""bug"" + 0.013*""happens""'),",,
,"(2, '0.029*""work"" + 0.029*""zoom"" + 0.020*""fix"" + 0.020*""really"" + 0.020*""wed"" + 0.020*""around"" + 0.020*""activity"" + 0.020*""view"" + 0.020*""drag"" + 0.020*""see""'),",,
,"(3, '0.069*""activity"" + 0.035*""add"" + 0.035*""bug"" + 0.024*""shown"" + 0.024*""quite"" + 0.024*""big"" + 0.013*""make"" + 0.013*""around"" + 0.013*""added"" + 0.013*""way""'),",,
,"(4, '0.039*""zoom"" + 0.039*""nvidia"" + 0.039*""use"" + 0.027*""activity"" + 0.027*""out"" + 0.027*""day"" + 0.015*""problem"" + 0.015*""view"" + 0.015*""btw"" + 0.015*""driver""')]",,
170,"[(0, '0.045*""file"" + 0.023*""collection"" + 0.023*""use"" + 0.018*""amarok"" + 0.018*""move"" + 0.014*""dialog"" + 0.014*""reproduce"" + 0.011*""destination"" + 0.011*""option"" + 0.011*""select""')]",-5.151122126,0.617606923
171,"[(0, '0.032*""file"" + 0.020*""option"" + 0.014*""ticked"" + 0.014*""ignore"" + 0.014*""artist"" + 0.014*""compile"" + 0.014*""source"" + 0.014*""name"" + 0.014*""the"" + 0.014*""group""'), ",-5.288159365,0.533553389
,"(1, '0.055*""file"" + 0.037*""collection"" + 0.036*""use"" + 0.028*""move"" + 0.025*""amarok"" + 0.021*""dialog"" + 0.021*""reproduce"" + 0.017*""overwrite"" + 0.017*""destination"" + 0.017*""select""')]",,
172,"[(0, '0.050*""file"" + 0.026*""option"" + 0.019*""compile"" + 0.019*""ignore"" + 0.019*""source"" + 0.019*""name"" + 0.019*""artist"" + 0.019*""the"" + 0.019*""type"" + 0.019*""group""'),  ",-5.358838485,0.499867226
,"(1, '0.060*""file"" + 0.044*""collection"" + 0.035*""use"" + 0.027*""move"" + 0.025*""dialog"" + 0.024*""amarok"" + 0.021*""reproduce"" + 0.021*""destination"" + 0.021*""overwrite"" + 0.020*""select""'),",,
,"(2, '0.022*""replace"" + 0.022*""space"" + 0.022*""underscore"" + 0.022*""restrict"" + 0.022*""ascii"" + 0.022*""compiled"" + 0.022*""system"" + 0.022*""use"" + 0.013*""go"" + 0.013*""start""')]",,
173,"[(0, '0.065*""file"" + 0.029*""amarok"" + 0.020*""ignore"" + 0.020*""click"" + 0.020*""tab"" + 0.020*""name"" + 0.020*""the"" + 0.020*""artist"" + 0.020*""move"" + 0.020*""use""'),   ",-5.428175799,0.462943616
,"(1, '0.065*""file"" + 0.048*""collection"" + 0.030*""move"" + 0.030*""dialog"" + 0.025*""reproduce"" + 0.025*""destination"" + 0.025*""overwrite"" + 0.019*""use"" + 0.019*""amarok"" + 0.019*""select""'),",,
,"(2, '0.058*""use"" + 0.031*""compiled"" + 0.031*""icon"" + 0.031*""folder"" + 0.031*""cover"" + 0.031*""art"" + 0.017*""system"" + 0.017*""start"" + 0.017*""locally"" + 0.017*""install""'),",,
,"(3, '0.040*""option"" + 0.027*""replace"" + 0.027*""underscore"" + 0.027*""space"" + 0.027*""restrict"" + 0.027*""ascii"" + 0.015*""file"" + 0.015*""bar"" + 0.015*""nowhere"" + 0.015*""tried""')]",,
174,"[(0, '0.076*""file"" + 0.027*""from"" + 0.027*""ignore"" + 0.027*""name"" + 0.027*""the"" + 0.027*""artist"" + 0.027*""vfat"" + 0.027*""safe"" + 0.027*""filename"" + 0.027*""move""'),    ",-5.504015468,0.503225989
,"(1, '0.059*""file"" + 0.052*""collection"" + 0.033*""move"" + 0.033*""reproduce"" + 0.027*""amarok"" + 0.027*""destination"" + 0.027*""overwrite"" + 0.027*""dialog"" + 0.020*""use"" + 0.014*""select""'),",,
,"(2, '0.071*""use"" + 0.037*""compiled"" + 0.037*""icon"" + 0.037*""folder"" + 0.037*""cover"" + 0.037*""art"" + 0.020*""locally"" + 0.020*""install"" + 0.020*""package"" + 0.020*""handoptimized""'),",,
,"(3, '0.046*""option"" + 0.031*""replace"" + 0.031*""underscore"" + 0.031*""space"" + 0.031*""restrict"" + 0.031*""ascii"" + 0.017*""file"" + 0.017*""bar"" + 0.017*""source"" + 0.017*""nowhere""'),",,
,"(4, '0.044*""file"" + 0.030*""evert"" + 0.030*""type"" + 0.030*""group"" + 0.016*""around"" + 0.016*""mess"" + 0.016*""start"" + 0.016*""problem"" + 0.016*""away"" + 0.016*""anyways""')]",,
